image_name,target
ISIC_0052060,0.00081439386
ISIC_0052349,0.0069767693
ISIC_0058510,5.4239644e-07
ISIC_0073313,0.00012506591
ISIC_0073502,0.010106798
ISIC_0074618,0.9274214
ISIC_0076801,0.0009368682
ISIC_0077586,0.14707468
ISIC_0082004,0.34210527
ISIC_0082785,0.099459
ISIC_0085332,6.639082e-06
ISIC_0087243,3.4538898e-05
ISIC_0088167,0.13237019
ISIC_0089356,3.0530053e-05
ISIC_0090283,0.075666875
ISIC_0092481,8.826358e-06
ISIC_0095455,0.0003648522
ISIC_0095790,0.07320175
ISIC_0097719,0.8922164
ISIC_0099348,0.46204695
ISIC_0101040,0.061813187
ISIC_0101383,0.10651523
ISIC_0105104,0.6738863
ISIC_0108196,0.34893233
ISIC_0112420,0.99859923
ISIC_0114232,0.07337265
ISIC_0115798,7.3794085e-06
ISIC_0116844,3.9843022e-07
ISIC_0126432,2.7606233e-05
ISIC_0131485,0.00016965937
ISIC_0131912,0.006333416
ISIC_0131978,2.13938e-05
ISIC_0139322,0.2737715
ISIC_0142066,0.1775168
ISIC_0143109,0.087561175
ISIC_0148210,0.06643844
ISIC_0148937,0.0003328917
ISIC_0150213,0.088958316
ISIC_0152553,3.8081218e-06
ISIC_0153127,0.0006910434
ISIC_0154289,0.0010203884
ISIC_0155813,0.9939818
ISIC_0155983,0.9997862
ISIC_0157088,1.7238111e-06
ISIC_0158761,4.718134e-06
ISIC_0161963,0.5393542
ISIC_0165178,0.988525
ISIC_0165230,0.8987361
ISIC_0165615,0.0002562377
ISIC_0165617,0.5938175
ISIC_0165674,3.6613765e-05
ISIC_0165928,0.62734747
ISIC_0166561,1.1611133e-06
ISIC_0168125,0.06867288
ISIC_0169378,0.00039382538
ISIC_0169575,0.00013198383
ISIC_0169906,0.9151667
ISIC_0171865,0.6327562
ISIC_0172678,2.1794099e-06
ISIC_0174800,0.008886899
ISIC_0175014,4.509419e-05
ISIC_0175798,0.996756
ISIC_0176152,0.99485177
ISIC_0177083,3.3094448e-06
ISIC_0178235,0.9999635
ISIC_0178258,0.9955876
ISIC_0178428,0.096009344
ISIC_0178741,0.064007714
ISIC_0180057,0.1398563
ISIC_0182213,0.98392904
ISIC_0183334,4.483167e-07
ISIC_0183449,0.4472037
ISIC_0183658,0.0005790703
ISIC_0183771,0.00037453987
ISIC_0186715,0.2032535
ISIC_0187786,3.2293126e-05
ISIC_0188485,0.0031912967
ISIC_0191895,0.99829704
ISIC_0192184,0.27655175
ISIC_0192807,4.946198e-07
ISIC_0193289,0.11181034
ISIC_0194115,0.00013263585
ISIC_0195744,0.94887036
ISIC_0195995,3.1667202e-08
ISIC_0196159,0.55286115
ISIC_0196622,6.2950094e-06
ISIC_0196807,0.30596805
ISIC_0197182,0.0057971347
ISIC_0197440,0.07205306
ISIC_0197860,0.0023918424
ISIC_0198376,7.3578383e-07
ISIC_0198622,1.0464237e-06
ISIC_0199195,0.62515265
ISIC_0199718,0.004908722
ISIC_0199780,0.0008190052
ISIC_0200120,0.9979803
ISIC_0204399,6.430133e-05
ISIC_0204875,2.944083e-06
ISIC_0205627,0.0004685699
ISIC_0206261,0.00036468462
ISIC_0206934,0.0063649756
ISIC_0207197,0.1267069
ISIC_0208233,0.66991276
ISIC_0209640,0.0011170832
ISIC_0210915,0.42302912
ISIC_0212435,0.0014045134
ISIC_0212468,0.02174066
ISIC_0213848,3.8794797e-06
ISIC_0216203,0.00044900097
ISIC_0216447,0.9670388
ISIC_0220438,0.99305844
ISIC_0220466,0.012645866
ISIC_0223354,6.2917694e-05
ISIC_0223463,0.9999988
ISIC_0223760,0.00055790984
ISIC_0224309,0.03255205
ISIC_0225471,0.056985356
ISIC_0225894,0.000694191
ISIC_0226234,0.0009607999
ISIC_0227767,1.3290165e-07
ISIC_0228452,0.5290645
ISIC_0229266,0.060022324
ISIC_0230247,1.8769193e-06
ISIC_0230499,0.9858732
ISIC_0231539,0.023678975
ISIC_0231788,0.00043182966
ISIC_0232763,0.20880593
ISIC_0235107,0.12457888
ISIC_0235501,0.99821377
ISIC_0235505,0.80626726
ISIC_0235542,7.143318e-05
ISIC_0238185,0.00044418953
ISIC_0238872,0.007718373
ISIC_0239635,0.27878544
ISIC_0240839,0.00016745224
ISIC_0241566,0.91797453
ISIC_0243686,0.17624412
ISIC_0243937,0.006133277
ISIC_0244266,0.010278566
ISIC_0244465,1.4833189e-05
ISIC_0244617,0.015267637
ISIC_0244885,0.2914023
ISIC_0245273,0.0024611847
ISIC_0246008,4.8860283e-08
ISIC_0246211,0.000809263
ISIC_0248702,0.3166035
ISIC_0251455,0.99998724
ISIC_0251656,0.1305042
ISIC_0252811,0.98270285
ISIC_0254594,0.0015730013
ISIC_0255112,0.030168893
ISIC_0256267,2.2424297e-07
ISIC_0258149,0.98461074
ISIC_0258489,0.00050835055
ISIC_0258717,0.00512422
ISIC_0259209,0.91277224
ISIC_0259237,0.09039814
ISIC_0261866,0.2535222
ISIC_0261904,5.6700766e-05
ISIC_0261907,0.00055055914
ISIC_0262392,0.3803393
ISIC_0262492,0.9446451
ISIC_0263920,0.0011228754
ISIC_0265011,2.8533435e-07
ISIC_0267082,0.021711381
ISIC_0268025,5.191269e-07
ISIC_0268451,0.0029894174
ISIC_0269476,9.823889e-05
ISIC_0270022,0.010207358
ISIC_0270367,0.00066753966
ISIC_0271223,0.8110609
ISIC_0272190,0.028935684
ISIC_0273533,0.007766119
ISIC_0274458,0.21857566
ISIC_0274698,0.9955651
ISIC_0274789,0.9930716
ISIC_0276718,0.003191621
ISIC_0280382,0.005225705
ISIC_0280752,0.006772621
ISIC_0280782,0.9996667
ISIC_0280827,0.14124262
ISIC_0281227,0.006001767
ISIC_0282269,0.013910296
ISIC_0282486,0.016677774
ISIC_0282737,0.013023138
ISIC_0284147,7.465523e-08
ISIC_0284441,0.94909686
ISIC_0284485,0.014376699
ISIC_0285491,0.01428697
ISIC_0285697,0.023441223
ISIC_0286688,0.14039372
ISIC_0287132,3.5928156e-07
ISIC_0287325,0.98551774
ISIC_0288225,3.516913e-06
ISIC_0290187,3.6823022e-07
ISIC_0291705,3.2433323e-07
ISIC_0292996,0.38278055
ISIC_0294150,0.27561772
ISIC_0296540,1.5956566e-07
ISIC_0297539,0.0014814457
ISIC_0297702,0.007160639
ISIC_0298417,0.9971419
ISIC_0299870,0.9873677
ISIC_0300002,0.0005760113
ISIC_0301547,0.49303967
ISIC_0301769,0.07649474
ISIC_0304467,0.003030502
ISIC_0304666,3.9371855e-07
ISIC_0304667,0.017336369
ISIC_0306094,0.0006962389
ISIC_0307004,0.94536453
ISIC_0307411,0.99892586
ISIC_0309192,0.22686242
ISIC_0309503,0.00033421387
ISIC_0310320,0.4829421
ISIC_0311235,0.99731416
ISIC_0311814,8.915247e-05
ISIC_0312717,0.0002566159
ISIC_0313675,0.0010300983
ISIC_0317285,0.9759729
ISIC_0318934,0.0042179986
ISIC_0319131,2.3663475e-05
ISIC_0319990,0.006324551
ISIC_0320662,0.000120897246
ISIC_0321218,0.037630506
ISIC_0321906,0.02153718
ISIC_0321948,0.00054700905
ISIC_0322514,0.9904309
ISIC_0327756,0.9976544
ISIC_0328346,0.0022541175
ISIC_0328687,4.6172678e-05
ISIC_0328823,1.6375345e-06
ISIC_0329169,0.00041413723
ISIC_0329910,2.1754626e-05
ISIC_0330060,0.5562754
ISIC_0330886,0.43747723
ISIC_0332421,0.000949549
ISIC_0332456,0.7484425
ISIC_0334179,0.23380503
ISIC_0335244,0.31380865
ISIC_0335886,0.0055197445
ISIC_0336093,0.97903866
ISIC_0338118,0.9884899
ISIC_0338587,0.0021231116
ISIC_0339455,0.2328301
ISIC_0340198,9.93136e-07
ISIC_0340572,0.042387433
ISIC_0341315,0.02763666
ISIC_0343131,0.0011104187
ISIC_0343283,0.9999336
ISIC_0346766,0.28581756
ISIC_0347157,0.14302476
ISIC_0348342,0.0024931817
ISIC_0350347,0.087990664
ISIC_0350470,1.965032e-07
ISIC_0351156,0.9999019
ISIC_0351912,0.1533577
ISIC_0352620,0.0007997665
ISIC_0353021,0.014720154
ISIC_0355377,6.2549516e-06
ISIC_0358260,0.0001923632
ISIC_0358623,3.1099928e-05
ISIC_0359676,0.0017804446
ISIC_0359720,0.005650395
ISIC_0361122,2.9399776e-05
ISIC_0366488,0.04014254
ISIC_0367795,0.7335991
ISIC_0367988,0.99980587
ISIC_0368092,0.9688081
ISIC_0368696,3.7883963e-09
ISIC_0369888,0.22013597
ISIC_0370322,0.30223364
ISIC_0371470,1.926674e-05
ISIC_0371907,0.18947302
ISIC_0372927,0.0002292432
ISIC_0372955,2.0071216e-06
ISIC_0372971,5.6207737e-05
ISIC_0373723,8.587884e-06
ISIC_0375431,0.7161674
ISIC_0377642,0.12435467
ISIC_0378391,0.038078472
ISIC_0378668,0.12725587
ISIC_0379549,0.00018462252
ISIC_0380224,0.025201276
ISIC_0381595,0.9991897
ISIC_0382931,0.004410831
ISIC_0383641,0.83109695
ISIC_0383780,0.4221784
ISIC_0385415,0.9995995
ISIC_0385463,0.0010791663
ISIC_0385865,0.8651684
ISIC_0388802,0.017797554
ISIC_0389010,0.28463846
ISIC_0389392,0.68914074
ISIC_0389675,0.0035605324
ISIC_0390209,0.0024179225
ISIC_0391046,0.5210654
ISIC_0391777,3.6538347e-06
ISIC_0392680,0.0035473697
ISIC_0392931,0.0009870501
ISIC_0393891,0.529584
ISIC_0394533,0.33760542
ISIC_0394763,1.8350256e-06
ISIC_0394802,0.9575218
ISIC_0395681,1.5005889e-05
ISIC_0395885,0.00046844303
ISIC_0398134,0.020910481
ISIC_0400652,0.0012166173
ISIC_0401679,0.005848
ISIC_0403198,0.4884668
ISIC_0406137,0.06424881
